Time_Index,Load_MW_z1,Load_MW_z2
2323,1005.8,984.8
2324,944.8,890.2
2325,727.6,584.9
2326,1205.4,1248.3
2327,1115.1,1127.2
2328,1145.7,1175.9
2329,917.7,858.1
2330,609.3,432.6
2331,567.3,373.4
2332,572.5,377.3
2333,581.1,383.9
2334,695.4,525.8
2335,959.2,843.5
2336,1196.7,1106.5
2337,1502.1,1505.5
2338,1428.1,1392.6
2339,1087.5,919.1
2340,1091.4,940.3
2341,1289.6,1206.2
2342,1068.6,904.2
2343,908.6,697.5
2344,1197.7,1134.6
2345,1312.8,1347.5
2346,1234.6,1262.8
2347,1338,1405
2348,1055.5,995.7
2349,927.8,820.9
2350,1050.1,1012.8
2351,1049.2,1022.8
2352,651,480.5
2353,585.5,388.1
2354,583.7,386.8
2355,584.6,387.7
2356,584.3,387.8
2357,591.4,394
2358,625.6,421.5
2359,820.1,627.6
2360,1098.7,928.6
2361,1154.2,980.4
2362,949.8,689
2363,977.9,721.9
2364,1369.9,1289
2365,1219.1,1069.3
2366,1067.3,855.8
2367,993.5,767.8
2368,857.4,627.6
2369,754.6,555.8
2370,1064.3,1013.4
2371,1487.7,1597.1
2372,1363.4,1404.6
2373,998.1,916.7
2374,810.8,704.6
2375,909.6,867.9
2376,775.8,692.5
2377,583.7,428.7
2378,593.1,437.9
2379,591.9,439.4
2380,600,447.2
2381,615.7,461.9
2382,699.9,558.2
2383,1093.4,1036.6
2384,1245.1,1161
2385,1435.7,1398.9
2386,1335,1246
2387,1312.6,1206.2
2388,1226,1105.6
2389,1422.1,1363.7
2390,1057.2,853.9
2391,1122.5,956.4
2392,1181,1081.8
2393,930.9,803.7
2394,1437.4,1525.6
2395,1694.8,1876.3
2396,1346.7,1369.4
2397,1432,1480.8
2398,1104.7,1060.8
2399,1222.7,1240.1
2400,956.5,880.8
2401,782.4,634.4
2402,730.7,560.8
2403,734.5,563.5
2404,739.1,566.4
2405,752.2,576.5
2406,790.9,608.4
2407,1052.7,902.2
2408,1147.1,947.3
2409,1222.3,1023.2
2410,1567.7,1489.5
2411,1574,1491.8
2412,1446,1337.7
2413,1271.3,1084.3
2414,1305.9,1132
2415,1413.6,1302.8
2416,1484.2,1441
2417,994.3,825.4
2418,1552.3,1614.7
2419,1745.9,1877.1
2420,1338.8,1292.5
2421,1195.4,1094.1
2422,1231.3,1174.4
2423,1173.3,1113.1
2424,924.4,780.2
2425,771.1,567.4
2426,776.1,570.4
2427,824.1,633.5
2428,928,773.8
2429,794.3,582.4
2430,830.3,611.6
2431,1176.5,1030.7
2432,1322.4,1151.6
2433,1384.2,1214.6
2434,1322.2,1124.2
2435,1330.3,1136.6
2436,1349.8,1191.2
2437,1356.9,1207.7
2438,1314.1,1159.2
2439,1099.3,891
2440,1176.5,1036.4
2441,1023.1,872.9
2442,793.8,575.5
2443,1026.2,895.9
2444,827.9,608.3
2445,946.1,771.7
2446,793.9,582.2
2447,1117.4,1045.2
2448,1052.7,967.3
2449,915.9,776.7
2450,870.7,716
2451,914.1,775.9
2452,1001.1,895
2453,842.8,684.3
2454,724.5,527.3
2455,737.7,541.5
2456,773,568.5
2457,796.9,586.3
2458,815.4,609.1
2459,969.3,826.6
2460,1049.2,948.6
2461,897.9,749
2462,975.4,863.8
2463,1045,969.9
2464,1008.9,928
2465,735.8,563.6
2466,959.8,880
2467,880.9,773.2
2468,781.6,634.6
2469,771.6,618.9
2470,854.1,737.3
2471,857.6,744.5
2472,937.4,861.7
2473,834.8,718.5
2474,1174.1,1191.8
2475,1184,1209.4
2476,914.6,840.3
2477,815.6,705.7
2478,853.2,760.8
2479,947.7,898.8
2480,693.7,546.5
2481,787.2,669.1
2482,912.6,840.6
2483,877.1,789.7
2484,734.5,594
2485,795.8,682.3
2486,948.7,897.8
2487,1051.6,1045.1
2488,996.5,971.7
2489,838.6,756.3
2490,953.7,918.9
2491,921.3,872.8
2492,1010.2,988.6
2493,897.3,826.6
2494,1059.3,1054.5
2495,1024.9,1008.7
2496,1276.9,1359.1
2497,1041.8,1029.1
2498,839.8,747.4
2499,717.9,573.8
2500,639.2,459.1
2501,650.8,468.6
2502,679.2,492.6
2503,1158.1,1104.6
2504,1435.2,1419.5
2505,1296.4,1202
2506,1255.4,1136.8
2507,1190.8,1042.6
2508,1165,1021.5
2509,1093.2,912
2510,1270.1,1156.3
2511,1156,1006.9
2512,1199.9,1099.8
2513,1076.8,976.5
2514,1618.3,1736.7
2515,1480,1539.7
2516,1204.6,1145.2
2517,1007.4,865.1
2518,1078.9,981.5
2519,990.3,863
2520,1037.2,928.5
2521,979.2,838.9
2522,830.1,631.8
2523,833.4,636
2524,839.7,642.3
2525,855.5,656.1
2526,901.1,695.1
2527,1070.4,858.4
2528,1675.6,1602.6
2529,2043.8,2080.8
2530,1784.9,1710.2
2531,1662.2,1532.5
2532,1886.7,1869.1
2533,1384.2,1168.9
2534,1322.6,1083.8
2535,1193.1,920.8
2536,1264.8,1063.8
2537,1121.6,929.1
2538,1348.9,1259.2
2539,1477.9,1431.6
2540,1276.5,1138.2
2541,1176.9,1004.8
2542,1217,1090.9
2543,1034.6,855.8
2544,1032.2,860.1
2545,941.8,730.4
2546,942.7,731.6
2547,943.9,732.7
2548,945.7,733.5
2549,957.7,742.6
2550,996.4,775
2551,1247.4,1052.5
2552,1932.4,1912
2553,2085.6,2098.5
2554,1642.4,1479.8
2555,1354.1,1080.7
2556,1360.4,1118.3
2557,1267.2,983.2
2558,1486.4,1283.5
2559,1582.1,1436.2
2560,1434.1,1279.1
2561,1426.1,1327.6
2562,1956.8,2073.2
2563,2071.7,2226.8
2564,1579,1535.6
2565,1784.7,1817
2566,1253.3,1111.4
2567,1120,943.3
2568,1105.2,932.6
2569,1022.6,811.6
2570,1032.2,821.9
2571,1037.2,827.9
2572,1041.1,832.6
2573,1055.7,845.7
2574,1098,883.3
2575,1493.8,1356.3
2576,2130.6,2147.1
2577,1717.5,1548.7
2578,1846.5,1721.1
2579,1643.8,1442.6
2580,1376.3,1103.7
2581,1424.9,1165.4
2582,1464.4,1226.4
2583,1374.3,1127.3
2584,1432.1,1252.1
2585,1537.8,1454
2586,1443.1,1335.7
2587,1524.3,1446.5
2588,1479.2,1379.5
2589,1644.1,1609.7
2590,1375.6,1270.1
2591,1301.6,1184.2
2592,1224.8,1094.4
2593,1228.3,1098.8
2594,1185.1,1038.9
2595,1053.5,857.8
2596,1050.1,854.3
2597,1055.4,857.9
2598,1091.7,888.8
2599,1197.9,975.8
2600,1660,1528.3
2601,1944.1,1895.6
2602,1712.3,1569.7
2603,1548.4,1344.6
2604,1499.8,1308.5
2605,1484.7,1295.3
2606,1473.2,1289.2
2607,1451.2,1286.4
2608,1371.8,1216.7
2609,1648.4,1639.9
2610,1504.9,1456.9
2611,1371.1,1270
2612,1291.4,1153.3
2613,1360.3,1248.5
2614,1390.8,1307
2615,1140.8,975.3
2616,1079.4,900.5
2617,1034.7,833.4
2618,1037.1,836.7
2619,1039.9,839.1
2620,1040.3,839
2621,1038.2,837.5
2622,1043.9,845.5
2623,1079.9,878.9
2624,1125.9,915.6
2625,1158.2,940.6
2626,1176.1,959.6
2627,1148,926.5
2628,1294.3,1141.2
2629,1509.2,1447.2
2630,1587.1,1564.7
2631,1448.9,1383.5
2632,1751,1805.2
2633,1519.5,1486
2634,1714.6,1743.9
2635,1433.5,1352.6
2636,1431,1354.3
2637,1317.7,1198.6
2638,1290,1163.6
2639,1343,1238
2640,1142.2,967
2641,1073.1,865.7
2642,1078.6,871.1
2643,1078.1,871.3
2644,1077.8,870.5
2645,1166.5,991.5
2646,1262.7,1123.4
2647,1277.5,1140
2648,1302.3,1161.5
2649,1413.9,1305.9
2650,1231.5,1052.3
2651,1231.5,1056.1
2652,1112.8,898.9
2653,1095.3,881.4
2654,1158.6,977.3
2655,1416.9,1343.5
2656,1399.1,1321.4
2657,1467.7,1410.6
2658,1438.6,1359.6
2659,1214.1,1046.3
2660,1087.7,881.8
2661,1151,971.1
2662,1414.7,1337.3
2663,1254.1,1116.1
2664,1240.3,1096.7
2665,1252.5,1106.8
2666,1205.8,1041
2667,1075.3,864.9
2668,1071.7,861.4
2669,1070.7,860.5
2670,1071.7,862.8
2671,1086.2,878.7
2672,1152.1,958.3
2673,1268.1,1109.4
2674,1125.7,909.6
2675,1111.2,894.8
2676,1097.6,880.1
2677,1254.4,1104.7
2678,1157.1,978.1
2679,1449.7,1388.5
2680,1415.7,1344
2681,1373.9,1280.4
2682,1217.2,1051.7
2683,1094.1,878.9
2684,1070.2,855.5
2685,1635.5,1635.9
2686,1740.6,1781.7
2687,1243.8,1096.8
2688,1277.2,1145.4
2689,1282.5,1136
2690,1092.4,875.2
2691,1086.5,871.2
2692,1087.4,871.7
2693,1095.7,878.5
2694,1133.4,910.9
2695,1390.6,1195.4
2696,1659.4,1472.7
2697,1852.9,1711.1
2698,1483.9,1195.1
2699,1508.5,1229.5
2700,1639.5,1442.1
2701,1518.3,1272.8
2702,1584.3,1373.5
2703,1575.6,1381.5
2704,1512.5,1340.3
2705,1805,1804
2706,2178,2337.8
2707,1879.3,1929.1
2708,1166,941.7
2709,1143,912.8
2710,1317.5,1183.7
2711,1489.7,1438.8
2712,1065.8,864.7
2713,1062.7,857.2
2714,1062.4,858.7
2715,1061.3,858.4
2716,1061,858.1
2717,1069.3,865
2718,1104.6,895.7
2719,1323.4,1131.7
2720,1553,1363.9
2721,1733.5,1591
2722,1692.8,1528.9
2723,1441.6,1184.1
2724,1431.8,1199.7
2725,1532.6,1335.4
2726,1342.3,1077
2727,1555.6,1391.2
2728,1472.4,1323.7
2729,1487.4,1402.8
2730,1315.9,1182.7
2731,1523.7,1470.5
2732,1135.7,932.6
2733,1292.4,1148.3
2734,1419.4,1348.8
2735,1320.1,1226.9
2736,1265.5,1159.6
2737,1365.4,1292.2
2738,1247.8,1129
2739,1209.4,1075.3
2740,1059.5,864.3
2741,1070.8,873.4
2742,1107.9,906.2
2743,1322.1,1132.5
2744,1612.4,1446.9
2745,1820.6,1709.6
2746,1844.7,1734.8
2747,1675.9,1500.8
2748,1700.1,1562.1
2749,1479.5,1250.5
2750,1523.3,1311.4
2751,1577.5,1403.5
2752,1414.2,1223.9
2753,1284.8,1102.9
2754,1446.2,1337.5
2755,1917.8,1987.3
2756,1815.3,1847.9
2757,1556.8,1486.3
2758,1322.4,1186.5
2759,1348.7,1237.4
2760,1383.4,1299.1
2761,1377.5,1288.9
2762,1344.9,1242.9
2763,1126.7,941
2764,1129.1,943.3
2765,1136.7,950.4
2766,1171.5,982.4
2767,1286.1,1078.7
2768,1687.6,1552.5
2769,1710.8,1561.2
2770,1656.4,1480.7
2771,1469.1,1226.1
2772,1573.2,1400.3
2773,1558.6,1384.9
2774,1521.2,1343.7
2775,1535.3,1390.7
2776,1614.6,1538.6
2777,1559.1,1498.7
2778,1808.2,1853.6
2779,1956.1,2058.8
2780,1771.3,1800.8
2781,1664.7,1653.4
2782,1936.6,2043.6
2783,1777.2,1836.3
2784,1451.9,1401.9
2785,1404.1,1342.1
2786,1265.7,1152.9
2787,1204.7,1074.1
2788,1072.7,895.5
2789,1066.9,890.3
2790,1063.1,889.6
2791,1070.9,898.8
2792,1086.3,912.5
2793,1095.7,920
2794,1093.6,917.7
2795,1074.4,896.8
2796,1055.9,877.3
2797,1031.3,852.6
2798,1007.8,828.6
2799,986.6,807.8
2800,1151.3,1040.3
2801,1094.3,961.8
2802,1177.3,1072.8
2803,1176.2,1072.6
2804,1512.9,1546.3
2805,1631.2,1711
2806,1461.1,1482.4
2807,1476.4,1508.4
2808,1436.9,1458.9
2809,1139.3,1049.6
2810,1107.4,1008.7
2811,1042.4,927.6
2812,911.3,750.3
2813,904.8,744.7
2814,895.4,739.6
2815,899.2,746.9
2816,909.6,756.6
2817,1283.3,1267.8
2818,1156.4,1089.2
2819,1173.1,1116.5
2820,1190.9,1141.4
2821,1054.4,961.3
2822,1106.1,1036.3
2823,1093.9,1023.3
2824,835.4,671.3
2825,965.2,852.9
2826,1102,1043.7
2827,1091.4,1032.9
2828,900.9,775.4
2829,985.5,890.2
2830,1151,1124.7
2831,1167.1,1153.9
2832,948.3,858.8
2833,947.5,858.5
2834,1071.4,1033.9
2835,987.8,921
2836,917.6,824.6
2837,795,653.7
2838,756.8,598
2839,981.6,880.2
2840,1322.9,1307
2841,1108,998.6
2842,998.2,843.9
2843,890.7,695.5
2844,865.3,672
2845,866.4,668.6
2846,1121.5,1022.2
2847,1553.5,1632.9
2848,1257.2,1250.5
2849,1124.8,1105.3
2850,1100.2,1088.6
2851,1184.5,1208.2
2852,1071.1,1052
2853,868.4,767.6
2854,856.2,759.9
2855,791.6,681.2
2856,736.1,611.6
2857,634,470.7
2858,803.1,707.3
2859,634.6,477.1
2860,622.2,458.3
2861,626.2,460.5
2862,735.8,599
2863,892.7,756.9
2864,1317,1259.8
2865,1350.5,1277
2866,1133.4,968.6
2867,940.5,698.6
2868,909.6,672.2
2869,930.9,685.7
2870,1189.7,1043.1
2871,1213.3,1090.8
2872,1146.4,1048
2873,1135.5,1100.3
2874,1050.8,1018.4
2875,982,931.9
2876,752.9,601.3
2877,981.1,898.4
2878,1027.4,982.2
2879,995.5,953.8
2880,894.3,821.3
2881,641.2,472.2
2882,569.6,375
2883,568,373.8
2884,569.3,375.2
2885,623.8,444.8
2886,703.3,541.4
2887,1013.4,909.8
2888,1244.9,1151.8
2889,1037.2,846.4
2890,1000.3,780.6
2891,1076.7,877.7
2892,1110.2,944.4
2893,915.5,669.5
2894,1009.9,799.1
2895,1185.7,1055.6
2896,1117.6,1004.2
2897,1120.7,1073.8
2898,1255.3,1288.5
2899,887,784.6
2900,904,803.4
2901,1204.1,1208.9
2902,731.7,577.9
2903,758.3,628.9
2904,711.2,571.9
2905,670.1,513.6
2906,570.4,375.7
2907,572.3,377.3
2908,580.1,383.7
2909,584.4,387.7
2910,648.9,465.3
2911,761.5,562.3
2912,1313.3,1247.1
2913,1027.7,834.2
2914,882.5,620.9
2915,940.7,692.5
2916,1092,921.2
2917,927.8,682.7
2918,906.9,647.1
2919,1173.9,1032.7
2920,994.6,826.2
2921,1038.7,953.4
2922,1032.2,971.2
2923,965.2,881.8
2924,1106.7,1066.5
2925,1285.3,1301.1
2926,1111.1,1084.4
2927,609.3,414.3
2928,676.8,519.7
2929,715.1,576.1
2930,563.2,371.1
2931,561.5,370
2932,740.1,615.6
2933,699.5,556.5
2934,689,532
2935,683.9,469
2936,1214.8,1126.7
2937,910.8,684.9
2938,1081.7,909.8
2939,1201.7,1069.6
2940,1050.5,883.9
2941,924.4,704.5
2942,838.8,587.8
2943,939.9,746
2944,888.2,712.7
2945,1332.1,1373.4
2946,1525.1,1661.8
2947,986.6,924.7
2948,985.3,913.9
2949,999.4,924.4
2950,1099.7,1072.5
2951,1007.5,960
2952,1052.4,1035.8
2953,914.9,849.9
2954,758.7,638.9
2955,743.6,619
2956,718.4,586.7
2957,576.1,391.8
2958,556.7,370.7
2959,570.1,383.6
2960,699.8,544.3
2961,618.4,419.9
2962,675.8,491.6
2963,925.3,833.9
2964,741.3,584.7
2965,622.7,423.8
2966,618.9,420.5
2967,768.3,631.3
2968,822,708.9
2969,1070.1,1057.3
2970,1034.3,1014
2971,989.4,953.1
2972,1189.6,1231.1
2973,875.6,794.1
2974,1084.1,1082.6
2975,1004.6,977.5
2976,750.5,632
2977,697.2,556.5
2978,560.5,369.3
2979,553.8,364.4
2980,687.3,548.4
2981,609.8,442.2
2982,542.4,356.2
2983,539.2,352.7
2984,544.7,356.7
2985,607,434.2
2986,728.2,592.2
2987,589.5,397.5
2988,691,529.3
2989,800.2,681.6
2990,646.4,467.6
2991,749.5,608.3
2992,1117.9,1122.1
2993,1007.3,971.3
2994,646.1,475.2
2995,645.4,472.4
2996,679.6,515.2
2997,1006.8,954.5
2998,999.4,939.9
2999,973.3,902
3000,802.3,663.8
3001,797,648.7
3002,780.1,623.5
3003,809,659.4
3004,803.1,647.3
3005,903,776.4
3006,993.7,886.4
3007,1065.3,928
3008,1342.9,1245.9
3009,1163.2,981.6
3010,1180.5,996.2
3011,1203.3,1021
3012,1018.6,781.2
3013,886.2,592.4
3014,1250.6,1096.4
3015,972,726.3
3016,955.7,741.9
3017,806.4,582.2
3018,822,625.1
3019,885.2,718.9
3020,1296.2,1289.9
3021,1324.4,1324.4
3022,979,862.3
3023,752.2,564.7
3024,603.5,372.9
3025,599.9,370.6
3026,592.8,368.1
3027,589.2,368.5
3028,587,370.5
3029,590.3,377.2
3030,607.4,394.5
3031,707,476.7
3032,976.8,775.5
3033,871.9,609.9
3034,1232.7,1103
3035,1023.1,806.9
3036,1048.7,857.3
3037,1052.9,847.4
3038,944.3,695.5
3039,1153.8,998.1
3040,1206.2,1118.5
3041,1338.7,1368.4
3042,1173,1167
3043,1045,993.2
3044,1276,1311.4
3045,1163,1137.9
3046,825.1,689.3
3047,956.6,888.7
3048,921,850.3
3049,763.9,632.6
3050,759.6,629
3051,754.5,623.4
3052,705.8,555.5
3053,593.4,394.5
3054,614,411.2
3055,721.9,496.8
3056,982.7,777.7
3057,1441.9,1389.1
3058,1147.7,972.3
3059,1063.2,848.4
3060,935.6,695.7
3061,1033.6,825.7
3062,1121,945.5
3063,1175.3,1034
3064,1302.2,1253.3
3065,1454,1529.5
3066,1017,957.4
3067,984.1,916.6
3068,857.4,740.4
3069,918.1,814.5
3070,993.8,933
3071,764.4,631.6
3072,700.1,551
3073,576.8,380.7
3074,575.4,379.4
3075,576.4,380.2
3076,576,380.1
3077,577.7,381.4
3078,597.7,398.1
3079,742.6,537.8
3080,1061,897.9
3081,966.6,745.3
3082,943.3,700.7
3083,956.1,710.6
3084,1143,988.5
3085,1158.9,1000.7
3086,1120.4,943.2
3087,1095.8,925.1
3088,969.9,793.1
3089,990.3,888.5
3090,1439.4,1534.4
3091,1116.9,1092.8
3092,1186.3,1179.4
3093,1038.1,964.3
3094,1009.9,947.5
3095,826.9,715.4
3096,752.8,624.3
3097,710.5,569
3098,607,429.9
3099,738.3,612.5
3100,739.8,614
3101,743,616
3102,801.8,687.1
3103,900.4,763.5
3104,1049.2,892.8
3105,1023.1,832.6
3106,1099.9,929
3107,1150.5,994.7
3108,1340.4,1278.4
3109,856.7,607.4
3110,929.9,709.5
3111,1014.1,843.4
3112,1167.3,1094.9
3113,702.6,503.2
3114,713.9,541.9
3115,728.4,567.5
3116,969.6,898.2
3117,1141.8,1127
3118,1364.1,1442.3
3119,1140,1149.3
3120,765.1,641
3121,708.6,563.5
3122,744.2,616.7
3123,743.6,617.5
3124,741.1,616.1
3125,736.8,613.3
3126,719.4,597.2
3127,648.3,491.4
3128,599.8,403.6
3129,713.6,544.6
3130,834,700.2
3131,913.2,807.1
3132,846.3,720.2
3133,632.8,429.7
3134,672.5,486.9
3135,985.3,923.5
3136,721.4,563.8
3137,653.5,477.8
3138,672.4,510.6
3139,680.6,523.9
3140,888.2,810.2
3141,980.4,933.6
3142,1095.8,1092.5
3143,1020.2,992.4
3144,1063.9,1058.8
3145,762.7,639.6
3146,745.7,618.5
3147,742,615.7
3148,742.2,615.8
3149,740.9,614.6
3150,722.4,596.5
3151,652.9,503.7
3152,555.2,364.8
3153,630.4,458.9
3154,587.6,394.4
3155,607.2,417.5
3156,699.4,542.1
3157,599.6,403.6
3158,639.8,461
3159,779,655.7
3160,829.1,727.9
3161,634.2,460.5
3162,716.7,578.2
3163,931.5,877.1
3164,722,587.9
3165,579.4,383.6
3166,580.3,384.3
3167,620.7,442
3168,713.4,574.2
3169,571.9,377.1
3170,566.7,373.1
3171,566.3,372.6
3172,566.1,372.7
3173,573.1,378.4
3174,597.5,398.1
3175,704.8,479.7
3176,878.9,639.1
3177,1224.4,1094.4
3178,1085.9,891.9
3179,1233.2,1084.9
3180,1010.8,799.5
3181,1215.4,1070.8
3182,1254.7,1121
3183,1110.9,935.2
3184,1120.8,997.6
3185,1505.4,1595.5
3186,2251.7,2658.2
3187,1773.1,2005.3
3188,1567.7,1719.9
3189,980.6,901.3
3190,799.1,667.8
3191,1291.1,1359.7
3192,828.8,731.7
3193,763.1,643.2
3194,569,374.5
3195,571.3,376.3
3196,567.9,373.8
3197,572.1,377.5
3198,593.5,394.9
3199,806.9,623.2
3200,1080.8,921.5
3201,1022.1,815.6
3202,897.1,631.4
3203,913.4,643.8
3204,877.7,616.5
3205,1034.1,817.5
3206,911.5,650
3207,923.6,677.8
3208,1047.4,895.8
3209,1029,940.9
3210,1223.8,1234.1
3211,1177.2,1174.6
3212,894.7,786.1
3213,888.2,761.7
3214,849.6,726
3215,1144.5,1149.6
3216,1141.4,1159.5
3217,751.2,620.7
3218,694.1,545.9
3219,569.2,374.7
3220,573.8,378.3
3221,581.5,384.3
3222,602.6,401.8
3223,753.2,546.2
3224,1165,1031.6
3225,956.4,718.3
3226,941,690.5
3227,1141.7,961.1
3228,1048.3,854.9
3229,1059.4,863.4
3230,1044.3,840.2
3231,1007.3,803.4
3232,1164,1064.7
3233,1097.8,1038
3234,1363.7,1433.7
3235,1339.3,1406.6
3236,1030.5,980.2
3237,1031.2,969.6
3238,1073.6,1039.9
3239,777.1,649.2
3240,697.6,549
3241,573.6,378.2
3242,699.4,554.5
3243,744.2,617.3
3244,741.2,615.1
3245,740,610.8
3246,630.4,451.2
3247,798.5,635.7
3248,1188.2,1111.5
3249,1072.2,930.8
3250,962.8,770.4
3251,828.2,578.3
3252,862.8,639.7
3253,1008.7,832.6
3254,1002.2,817
3255,1048.9,889.8
3256,1105.2,1000
3257,895.8,762.6
3258,1531.3,1667.8
3259,1581.4,1746.6
3260,1073.2,1045.2
3261,1075.4,1035.9
3262,917.5,830.9
3263,813,703.9
3264,743,616.8
3265,733.6,605.6
3266,604.5,429.8
3267,558.8,366.8
3268,561.4,368.9
3269,561.7,369.1
3270,576.1,381.5
3271,665.7,451.9
3272,1039.8,901
3273,941.6,741.9
3274,829.4,578.7
3275,835.9,583.6
3276,910.8,703.1
3277,991,809.7
3278,989.6,809.7
3279,1005.8,848.4
3280,1031.3,918.3
3281,702.5,505.6
3282,1144.9,1137.6
3283,810.5,677.2
3284,1176.3,1179.3
3285,854,721.2
3286,688.3,502
3287,867.8,765.4
3288,818.3,709.3
3289,928.7,866.6
3290,843.6,755.1
3291,772.3,659.8
3292,575.2,387.3
3293,557.3,365.8
3294,550,361.5
3295,566.6,375.6
3296,644.9,461.7
3297,787.8,640.5
3298,648.5,437.4
3299,788.9,625.9
3300,878.7,755.4
3301,960.5,873.5
3302,985.4,909.8
3303,1069.9,1029.4
3304,1323.1,1384.4
3305,1383.2,1478.2
3306,1082.6,1068.9
3307,894.1,809.6
3308,1296.7,1366
3309,850.3,750
3310,768.2,636.7
3311,757.5,626.9
3312,868.3,788.4
3313,748.7,621.2
3314,740,611.9
3315,612.6,438
3316,564.2,370.8
3317,564.2,371.2
3318,560.1,368.4
3319,565.9,373.2
3320,576.2,380.9
3321,586.6,390.4
3322,601.2,401.8
3323,691.8,525.2
3324,1086.5,1069.4
3325,1303.8,1372.1
3326,1064.2,1046.7
3327,1020.5,990.9
3328,808.1,698.7
3329,634.3,459.6
3330,792.5,682
3331,894.6,822.4
3332,849.4,760.3
3333,840,743.6
3334,819.6,715.2
3335,573.3,378.7
3336,562.5,369.9
3337,567,373.3
3338,559.8,367.6
3339,560.1,367.9
3340,562.4,369.6
3341,559.1,367
3342,579.4,382.6
3343,683.9,463.7
3344,1039.6,871.2
3345,1193.8,1059.8
3346,925.3,683.3
3347,1031.8,821.7
3348,1054.8,873.8
3349,872.6,610.6
3350,1212.2,1075.9
3351,1233,1117.4
3352,1391.3,1381.7
3353,1129.4,1087.9
3354,1600.7,1765.6
3355,1235.5,1268.1
3356,1166,1172.1
3357,693.1,513.4
3358,836.4,723.3
3359,729,587.2
3360,669.3,513.2
3361,565,371.8
3362,564,370.8
3363,564.7,371.4
3364,562.3,369.4
3365,563.5,370.4
3366,628.4,448.1
3367,842.6,674.4
3368,943,731.8
3369,925.7,684.4
3370,889.1,624
3371,1079.5,878.2
3372,1146.9,991.9
3373,1036.1,823.5
3374,952.2,707.3
3375,934.7,693.6
3376,1105.9,977.3
3377,1050.9,971.3
3378,1244.7,1268.1
3379,1205.2,1222.5
3380,1166.3,1170.8
3381,822.1,687.1
3382,785.6,649.7
3383,892.2,813
3384,795.6,691.4
3385,739.4,613.7
3386,732.3,606.2
3387,708.4,572.6
3388,579,390.2
3389,567,373.1
3390,589.3,391.6
3391,980.3,863.2
3392,1525.9,1530
3393,1549.2,1535.7
3394,1398.2,1315.2
3395,1365.3,1258.9
3396,1606.8,1613.2
3397,1155.8,984.6
3398,912.1,648.6
3399,871.1,608.6
3400,792.3,547.4
3401,862.3,706.7
3402,1407.9,1483.7
3403,987.5,909.1
3404,1120.6,1099.9
3405,1284.2,1316.2
3406,1162.7,1158.4
3407,836.9,723.4
3408,642.6,464.4
3409,730.1,587.1
3410,579.8,382.8
3411,580.6,383.4
3412,578.8,382.2
3413,570.6,375.9
3414,581.1,385.3
3415,854.3,712
3416,1045.2,911.7
3417,1043.9,889
3418,963.6,768.1
3419,966.6,762.9
3420,910.4,699.3
3421,1001.3,816.8
3422,887.7,654.8
3423,862.3,628.1
3424,863.8,662.7
3425,1002.9,904.9
3426,1262.2,1292.1
3427,1170,1177.3
3428,1087.9,1067.4
3429,1029.4,979.3
3430,1004.4,953.7
3431,827,723.8
3432,563.9,371.1
3433,561.5,368.9
3434,557.3,365.6
3435,558.9,366.8
3436,562.3,369.5
3437,562.9,370
3438,577.9,382.9
3439,798.7,634.9
3440,1062.4,932
3441,1407.9,1386.5
3442,1069.9,910.2
3443,1007.2,818.4
3444,820.8,577.7
3445,949.8,750.2
3446,825.3,581.1
3447,916.8,724.1
3448,782.8,573.6
3449,1070.6,1010.3
3450,1454.6,1563.1
3451,1134.1,1124.1
3452,806.2,673.6
3453,850.8,725.6
3454,887.7,782.1
3455,758.2,615.9
3456,583.8,386.3
3457,574.3,378.8
3458,565,371.4
3459,559.9,367.6
3460,560.1,367.9
3461,553.7,363
3462,549,360.7
3463,566.6,375.6
3464,778.1,645
3465,862,743.8
3466,891.7,775.6
3467,828.2,682.4
3468,735.8,559.3
3469,814.3,672.4
3470,779.6,627.3
3471,1011.3,948.2
3472,1170.6,1174.1
3473,1354.8,1438.3
3474,1334.3,1414.7
3475,1240.7,1285.9
3476,1115.6,1116.6
3477,1162.1,1181.9
3478,1297.3,1368.5
3479,1036.8,1014.5
3480,796.1,692.6
3481,732.9,605.9
3482,605.1,431
3483,556.2,364.8
3484,555.1,363.9
3485,551.3,361.3
3486,548.4,359.4
3487,565.9,373.2
3488,584.6,387.3
3489,592.6,395
3490,606.7,406
3491,611.7,410.3
3492,749.5,604.5
3493,858.2,759.9
3494,787.1,667.7
3495,591.6,401.4
3496,675.7,519.2
3497,1103.8,1107.6
3498,1172.1,1204.2
3499,1352.3,1450.9
3500,1068.9,1061.8
3501,883.5,806.3
3502,578.3,382.4
3503,752,623.8
3504,678,528.2
3505,571.1,376.5
3506,568.3,374.1
3507,571.2,376.4
3508,568.4,374.1
3509,560.3,368
3510,575.1,379.3
3511,927.5,810.9
3512,1133.6,1032.8
3513,1293.4,1236.9
3514,1101.9,966.8
3515,828.7,584.4
3516,792.2,548.6
3517,850.1,619
3518,984.6,803.2
3519,1279.5,1219
3520,1203.5,1146.3
3521,1698,1878
3522,1559.5,1707.7
3523,1125,1114
3524,743.2,590.5
3525,758.2,608.8
3526,1011.9,966
3527,801.5,683.6
3528,577.8,381.7
3529,572.1,377.1
3530,566.6,372.7
3531,562.8,369.8
3532,570.7,376
3533,566.7,372.9
3534,586.7,389.6
3535,695.9,475.5
3536,1008.2,823.1
