Time_Index,GT_1,CCGT_1,Coal_pp_1,Biomass_1,GBPV_1,RoofPV_1,Onshore_WT_1,Fuel_Cell_1,GT_2,CCGT_2,Coal_pp_2,Biomass_2,GBPV_2,RoofPV_2,Onshore_WT_2,Fuel_Cell_2,GT_3,CCGT_3,Coal_pp_3,Biomass_3,GBPV_3,RoofPV_3,Onshore_WT_3,Fuel_Cell_3
3354,0.92,0.95,0.88,0.82,0.11403,0.11403,0.673,1,0.92,0.95,0.88,0.82,0.12085,0.12085,0.555,1,0.92,0.95,0.88,0.82,0.10959,0.10959,0.304,1
3355,0.92,0.95,0.88,0.82,0.03605,0.03605,0.77,1,0.92,0.95,0.88,0.82,0.03682,0.03682,0.604,1,0.92,0.95,0.88,0.82,0.03617,0.03617,0.331,1
3356,0.92,0.95,0.88,0.82,0.00366,0.00366,0.843,1,0.92,0.95,0.88,0.82,0.00501,0.00501,0.665,1,0.92,0.95,0.88,0.82,0.00336,0.00336,0.396,1
3357,0.92,0.95,0.88,0.82,0,0,0.858,1,0.92,0.95,0.88,0.82,0,0,0.695,1,0.92,0.95,0.88,0.82,0,0,0.428,1
3358,0.92,0.95,0.88,0.82,0,0,0.862,1,0.92,0.95,0.88,0.82,0,0,0.656,1,0.92,0.95,0.88,0.82,0,0,0.432,1
3359,0.92,0.95,0.88,0.82,0,0,0.823,1,0.92,0.95,0.88,0.82,0,0,0.593,1,0.92,0.95,0.88,0.82,0,0,0.372,1
3360,0.92,0.95,0.88,0.82,0,0,0.744,1,0.92,0.95,0.88,0.82,0,0,0.503,1,0.92,0.95,0.88,0.82,0,0,0.308,1
3361,0.92,0.95,0.88,0.82,0,0,0.546,1,0.92,0.95,0.88,0.82,0,0,0.462,1,0.92,0.95,0.88,0.82,0,0,0.217,1
3362,0.92,0.95,0.88,0.82,0,0,0.399,1,0.92,0.95,0.88,0.82,0,0,0.476,1,0.92,0.95,0.88,0.82,0,0,0.188,1
3363,0.92,0.95,0.88,0.82,0,0,0.351,1,0.92,0.95,0.88,0.82,0,0,0.531,1,0.92,0.95,0.88,0.82,0,0,0.169,1
3364,0.92,0.95,0.88,0.82,0,0,0.336,1,0.92,0.95,0.88,0.82,0,0,0.609,1,0.92,0.95,0.88,0.82,0,0,0.239,1
3365,0.92,0.95,0.88,0.82,5.00E-05,5.00E-05,0.426,1,0.92,0.95,0.88,0.82,0.00031,0.00031,0.57,1,0.92,0.95,0.88,0.82,0.00019,0.00019,0.331,1
3366,0.92,0.95,0.88,0.82,0.02934,0.02934,0.474,1,0.92,0.95,0.88,0.82,0.02678,0.02678,0.569,1,0.92,0.95,0.88,0.82,0.02853,0.02853,0.275,1
3367,0.92,0.95,0.88,0.82,0.11395,0.11395,0.508,1,0.92,0.95,0.88,0.82,0.11405,0.11405,0.671,1,0.92,0.95,0.88,0.82,0.11694,0.11694,0.333,1
3368,0.92,0.95,0.88,0.82,0.25276,0.25276,0.602,1,0.92,0.95,0.88,0.82,0.24664,0.24664,0.773,1,0.92,0.95,0.88,0.82,0.24053,0.24053,0.405,1
3369,0.92,0.95,0.88,0.82,0.22607,0.22607,0.687,1,0.92,0.95,0.88,0.82,0.45266,0.45266,0.867,1,0.92,0.95,0.88,0.82,0.14884,0.14884,0.453,1
3370,0.92,0.95,0.88,0.82,0.61533,0.61533,0.668,1,0.92,0.95,0.88,0.82,0.69786,0.69786,0.902,1,0.92,0.95,0.88,0.82,0.67586,0.67586,0.45,1
3371,0.92,0.95,0.88,0.82,0.78904,0.78904,0.618,1,0.92,0.95,0.88,0.82,0.7464,0.7464,0.938,1,0.92,0.95,0.88,0.82,0.78419,0.78419,0.431,1
3372,0.92,0.95,0.88,0.82,0.83231,0.83231,0.625,1,0.92,0.95,0.88,0.82,0.68688,0.68688,0.963,1,0.92,0.95,0.88,0.82,0.83296,0.83296,0.462,1
3373,0.92,0.95,0.88,0.82,0.81987,0.81987,0.675,1,0.92,0.95,0.88,0.82,0.73065,0.73065,0.976,1,0.92,0.95,0.88,0.82,0.82062,0.82062,0.513,1
3374,0.92,0.95,0.88,0.82,0.76446,0.76446,0.699,1,0.92,0.95,0.88,0.82,0.67592,0.67592,0.982,1,0.92,0.95,0.88,0.82,0.75989,0.75989,0.577,1
3375,0.92,0.95,0.88,0.82,0.64632,0.64632,0.729,1,0.92,0.95,0.88,0.82,0.58428,0.58428,0.989,1,0.92,0.95,0.88,0.82,0.65999,0.65999,0.655,1
3376,0.92,0.95,0.88,0.82,0.44127,0.44127,0.782,1,0.92,0.95,0.88,0.82,0.51841,0.51841,0.993,1,0.92,0.95,0.88,0.82,0.40085,0.40085,0.73,1
3377,0.92,0.95,0.88,0.82,0.29236,0.29236,0.805,1,0.92,0.95,0.88,0.82,0.24057,0.24057,0.994,1,0.92,0.95,0.88,0.82,0.31537,0.31537,0.744,1
3378,0.92,0.95,0.88,0.82,0.09642,0.09642,0.799,1,0.92,0.95,0.88,0.82,0.06081,0.06081,0.989,1,0.92,0.95,0.88,0.82,0.10456,0.10456,0.603,1
3379,0.92,0.95,0.88,0.82,0.02063,0.02063,0.842,1,0.92,0.95,0.88,0.82,0.01568,0.01568,0.984,1,0.92,0.95,0.88,0.82,0.02581,0.02581,0.479,1
3380,0.92,0.95,0.88,0.82,0.00238,0.00238,0.908,1,0.92,0.95,0.88,0.82,0.00144,0.00144,0.991,1,0.92,0.95,0.88,0.82,0.00391,0.00391,0.513,1
3381,0.92,0.95,0.88,0.82,0,0,0.946,1,0.92,0.95,0.88,0.82,0,0,0.995,1,0.92,0.95,0.88,0.82,0,0,0.556,1
3382,0.92,0.95,0.88,0.82,0,0,0.98,1,0.92,0.95,0.88,0.82,0,0,0.996,1,0.92,0.95,0.88,0.82,0,0,0.618,1
3383,0.92,0.95,0.88,0.82,0,0,0.966,1,0.92,0.95,0.88,0.82,0,0,0.982,1,0.92,0.95,0.88,0.82,0,0,0.677,1
3384,0.92,0.95,0.88,0.82,0,0,0.878,1,0.92,0.95,0.88,0.82,0,0,0.908,1,0.92,0.95,0.88,0.82,0,0,0.618,1
3385,0.92,0.95,0.88,0.82,0,0,0.754,1,0.92,0.95,0.88,0.82,0,0,0.842,1,0.92,0.95,0.88,0.82,0,0,0.501,1
3386,0.92,0.95,0.88,0.82,0,0,0.679,1,0.92,0.95,0.88,0.82,0,0,0.808,1,0.92,0.95,0.88,0.82,0,0,0.406,1
3387,0.92,0.95,0.88,0.82,0,0,0.629,1,0.92,0.95,0.88,0.82,0,0,0.764,1,0.92,0.95,0.88,0.82,0,0,0.352,1
3388,0.92,0.95,0.88,0.82,0,0,0.545,1,0.92,0.95,0.88,0.82,0,0,0.696,1,0.92,0.95,0.88,0.82,0,0,0.295,1
3389,0.92,0.95,0.88,0.82,0.00277,0.00277,0.478,1,0.92,0.95,0.88,0.82,0.00129,0.00129,0.61,1,0.92,0.95,0.88,0.82,0.00222,0.00222,0.241,1
3390,0.92,0.95,0.88,0.82,0.04472,0.04472,0.429,1,0.92,0.95,0.88,0.82,0.0389,0.0389,0.545,1,0.92,0.95,0.88,0.82,0.04319,0.04319,0.232,1
3391,0.92,0.95,0.88,0.82,0.14695,0.14695,0.464,1,0.92,0.95,0.88,0.82,0.14828,0.14828,0.606,1,0.92,0.95,0.88,0.82,0.15195,0.15195,0.323,1
3392,0.92,0.95,0.88,0.82,0.25464,0.25464,0.524,1,0.92,0.95,0.88,0.82,0.24393,0.24393,0.681,1,0.92,0.95,0.88,0.82,0.24905,0.24905,0.397,1
3393,0.92,0.95,0.88,0.82,0.38007,0.38007,0.547,1,0.92,0.95,0.88,0.82,0.37274,0.37274,0.709,1,0.92,0.95,0.88,0.82,0.36816,0.36816,0.42,1
3394,0.92,0.95,0.88,0.82,0.50448,0.50448,0.593,1,0.92,0.95,0.88,0.82,0.62438,0.62438,0.745,1,0.92,0.95,0.88,0.82,0.56999,0.56999,0.451,1
3395,0.92,0.95,0.88,0.82,0.53116,0.53116,0.636,1,0.92,0.95,0.88,0.82,0.5412,0.5412,0.755,1,0.92,0.95,0.88,0.82,0.50717,0.50717,0.47,1
3396,0.92,0.95,0.88,0.82,0.63958,0.63958,0.625,1,0.92,0.95,0.88,0.82,0.61656,0.61656,0.73,1,0.92,0.95,0.88,0.82,0.55363,0.55363,0.449,1
3397,0.92,0.95,0.88,0.82,0.6123,0.6123,0.579,1,0.92,0.95,0.88,0.82,0.66017,0.66017,0.687,1,0.92,0.95,0.88,0.82,0.5973,0.5973,0.413,1
3398,0.92,0.95,0.88,0.82,0.62008,0.62008,0.507,1,0.92,0.95,0.88,0.82,0.65055,0.65055,0.634,1,0.92,0.95,0.88,0.82,0.54866,0.54866,0.374,1
3399,0.92,0.95,0.88,0.82,0.58292,0.58292,0.437,1,0.92,0.95,0.88,0.82,0.64538,0.64538,0.571,1,0.92,0.95,0.88,0.82,0.54844,0.54844,0.329,1
3400,0.92,0.95,0.88,0.82,0.4819,0.4819,0.353,1,0.92,0.95,0.88,0.82,0.54423,0.54423,0.491,1,0.92,0.95,0.88,0.82,0.43148,0.43148,0.279,1
3401,0.92,0.95,0.88,0.82,0.3375,0.3375,0.252,1,0.92,0.95,0.88,0.82,0.3788,0.3788,0.387,1,0.92,0.95,0.88,0.82,0.33352,0.33352,0.189,1
3402,0.92,0.95,0.88,0.82,0.16002,0.16002,0.156,1,0.92,0.95,0.88,0.82,0.17261,0.17261,0.276,1,0.92,0.95,0.88,0.82,0.16012,0.16012,0.115,1
3403,0.92,0.95,0.88,0.82,0.05066,0.05066,0.064,1,0.92,0.95,0.88,0.82,0.05003,0.05003,0.161,1,0.92,0.95,0.88,0.82,0.05053,0.05053,0.031,1
3404,0.92,0.95,0.88,0.82,0.0083,0.0083,0.024,1,0.92,0.95,0.88,0.82,0.00923,0.00923,0.103,1,0.92,0.95,0.88,0.82,0.00796,0.00796,0.007,1
3405,0.92,0.95,0.88,0.82,0,0,0.009,1,0.92,0.95,0.88,0.82,0,0,0.09,1,0.92,0.95,0.88,0.82,0,0,0.005,1
3406,0.92,0.95,0.88,0.82,0,0,0.01,1,0.92,0.95,0.88,0.82,0,0,0.089,1,0.92,0.95,0.88,0.82,0,0,0.006,1
3407,0.92,0.95,0.88,0.82,0,0,0.019,1,0.92,0.95,0.88,0.82,0,0,0.109,1,0.92,0.95,0.88,0.82,0,0,0.007,1
3408,0.92,0.95,0.88,0.82,0,0,0.042,1,0.92,0.95,0.88,0.82,0,0,0.13,1,0.92,0.95,0.88,0.82,0,0,0.01,1
3409,0.92,0.95,0.88,0.82,0,0,0.059,1,0.92,0.95,0.88,0.82,0,0,0.13,1,0.92,0.95,0.88,0.82,0,0,0.01,1
3410,0.92,0.95,0.88,0.82,0,0,0.066,1,0.92,0.95,0.88,0.82,0,0,0.121,1,0.92,0.95,0.88,0.82,0,0,0.01,1
3411,0.92,0.95,0.88,0.82,0,0,0.07,1,0.92,0.95,0.88,0.82,0,0,0.113,1,0.92,0.95,0.88,0.82,0,0,0.01,1
3412,0.92,0.95,0.88,0.82,0,0,0.069,1,0.92,0.95,0.88,0.82,0,0,0.083,1,0.92,0.95,0.88,0.82,0,0,0.008,1
3413,0.92,0.95,0.88,0.82,0.00283,0.00283,0.055,1,0.92,0.95,0.88,0.82,0.00124,0.00124,0.052,1,0.92,0.95,0.88,0.82,0.00241,0.00241,0.006,1
3414,0.92,0.95,0.88,0.82,0.01267,0.01267,0.044,1,0.92,0.95,0.88,0.82,0.00863,0.00863,0.04,1,0.92,0.95,0.88,0.82,0.00904,0.00904,0.005,1
3415,0.92,0.95,0.88,0.82,0.01866,0.01866,0.032,1,0.92,0.95,0.88,0.82,0.02296,0.02296,0.037,1,0.92,0.95,0.88,0.82,0.05074,0.05074,0.004,1
3416,0.92,0.95,0.88,0.82,0.26246,0.26246,0.025,1,0.92,0.95,0.88,0.82,0.25152,0.25152,0.034,1,0.92,0.95,0.88,0.82,0.25516,0.25516,0.004,1
3417,0.92,0.95,0.88,0.82,0.16161,0.16161,0.02,1,0.92,0.95,0.88,0.82,0.07167,0.07167,0.027,1,0.92,0.95,0.88,0.82,0.24673,0.24673,0.005,1
3418,0.92,0.95,0.88,0.82,0.22291,0.22291,0.013,1,0.92,0.95,0.88,0.82,0.09614,0.09614,0.016,1,0.92,0.95,0.88,0.82,0.30083,0.30083,0.005,1
3419,0.92,0.95,0.88,0.82,0.27936,0.27936,0.008,1,0.92,0.95,0.88,0.82,0.10119,0.10119,0.011,1,0.92,0.95,0.88,0.82,0.47207,0.47207,0.003,1
3420,0.92,0.95,0.88,0.82,0.31238,0.31238,0.004,1,0.92,0.95,0.88,0.82,0.06185,0.06185,0.01,1,0.92,0.95,0.88,0.82,0.32051,0.32051,0.009,1
3421,0.92,0.95,0.88,0.82,0.08827,0.08827,0.001,1,0.92,0.95,0.88,0.82,0.06584,0.06584,0.014,1,0.92,0.95,0.88,0.82,0.101,0.101,0.019,1
3422,0.92,0.95,0.88,0.82,0.07832,0.07832,0.003,1,0.92,0.95,0.88,0.82,0.05751,0.05751,0.017,1,0.92,0.95,0.88,0.82,0.07457,0.07457,0.034,1
3423,0.92,0.95,0.88,0.82,0.05243,0.05243,0.005,1,0.92,0.95,0.88,0.82,0.06403,0.06403,0.016,1,0.92,0.95,0.88,0.82,0.04275,0.04275,0.032,1
3424,0.92,0.95,0.88,0.82,0.06339,0.06339,0.008,1,0.92,0.95,0.88,0.82,0.11716,0.11716,0.014,1,0.92,0.95,0.88,0.82,0.06962,0.06962,0.037,1
3425,0.92,0.95,0.88,0.82,0.09291,0.09291,0.01,1,0.92,0.95,0.88,0.82,0.1248,0.1248,0.01,1,0.92,0.95,0.88,0.82,0.14402,0.14402,0.029,1
3426,0.92,0.95,0.88,0.82,0.08475,0.08475,0.006,1,0.92,0.95,0.88,0.82,0.05905,0.05905,0.006,1,0.92,0.95,0.88,0.82,0.10589,0.10589,0.012,1
3427,0.92,0.95,0.88,0.82,0.03114,0.03114,0.003,1,0.92,0.95,0.88,0.82,0.03602,0.03602,0.004,1,0.92,0.95,0.88,0.82,0.0507,0.0507,0.001,1
3428,0.92,0.95,0.88,0.82,0.00719,0.00719,0.001,1,0.92,0.95,0.88,0.82,0.00842,0.00842,0.003,1,0.92,0.95,0.88,0.82,0.00365,0.00365,0,1
3429,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0.004,1,0.92,0.95,0.88,0.82,0,0,0,1
3430,0.92,0.95,0.88,0.82,0,0,0,1,0.92,0.95,0.88,0.82,0,0,0.013,1,0.92,0.95,0.88,0.82,0,0,0.001,1
3431,0.92,0.95,0.88,0.82,0,0,0.002,1,0.92,0.95,0.88,0.82,0,0,0.034,1,0.92,0.95,0.88,0.82,0,0,0.003,1
3432,0.92,0.95,0.88,0.82,0,0,0.006,1,0.92,0.95,0.88,0.82,0,0,0.059,1,0.92,0.95,0.88,0.82,0,0,0.004,1
3433,0.92,0.95,0.88,0.82,0,0,0.01,1,0.92,0.95,0.88,0.82,0,0,0.074,1,0.92,0.95,0.88,0.82,0,0,0.005,1
3434,0.92,0.95,0.88,0.82,0,0,0.011,1,0.92,0.95,0.88,0.82,0,0,0.088,1,0.92,0.95,0.88,0.82,0,0,0.006,1
3435,0.92,0.95,0.88,0.82,0,0,0.01,1,0.92,0.95,0.88,0.82,0,0,0.107,1,0.92,0.95,0.88,0.82,0,0,0.006,1
3436,0.92,0.95,0.88,0.82,0,0,0.006,1,0.92,0.95,0.88,0.82,0,0,0.11,1,0.92,0.95,0.88,0.82,0,0,0.006,1
3437,0.92,0.95,0.88,0.82,0.00373,0.00373,0.003,1,0.92,0.95,0.88,0.82,0.00138,0.00138,0.092,1,0.92,0.95,0.88,0.82,0.00285,0.00285,0.005,1
3438,0.92,0.95,0.88,0.82,0.01061,0.01061,0.002,1,0.92,0.95,0.88,0.82,0.00931,0.00931,0.074,1,0.92,0.95,0.88,0.82,0.01654,0.01654,0.004,1
3439,0.92,0.95,0.88,0.82,0.019,0.019,0.002,1,0.92,0.95,0.88,0.82,0.04234,0.04234,0.063,1,0.92,0.95,0.88,0.82,0.02427,0.02427,0.005,1
3440,0.92,0.95,0.88,0.82,0.25277,0.25277,0.005,1,0.92,0.95,0.88,0.82,0.24351,0.24351,0.083,1,0.92,0.95,0.88,0.82,0.24717,0.24717,0.011,1
3441,0.92,0.95,0.88,0.82,0.37146,0.37146,0.011,1,0.92,0.95,0.88,0.82,0.36863,0.36863,0.138,1,0.92,0.95,0.88,0.82,0.36469,0.36469,0.02,1
3442,0.92,0.95,0.88,0.82,0.25475,0.25475,0.047,1,0.92,0.95,0.88,0.82,0.22282,0.22282,0.213,1,0.92,0.95,0.88,0.82,0.15679,0.15679,0.065,1
3443,0.92,0.95,0.88,0.82,0.33677,0.33677,0.147,1,0.92,0.95,0.88,0.82,0.33838,0.33838,0.327,1,0.92,0.95,0.88,0.82,0.34383,0.34383,0.165,1
3444,0.92,0.95,0.88,0.82,0.29807,0.29807,0.281,1,0.92,0.95,0.88,0.82,0.58943,0.58943,0.442,1,0.92,0.95,0.88,0.82,0.25085,0.25085,0.25,1
3445,0.92,0.95,0.88,0.82,0.5933,0.5933,0.422,1,0.92,0.95,0.88,0.82,0.61051,0.61051,0.539,1,0.92,0.95,0.88,0.82,0.56989,0.56989,0.349,1
3446,0.92,0.95,0.88,0.82,0.61484,0.61484,0.511,1,0.92,0.95,0.88,0.82,0.66752,0.66752,0.621,1,0.92,0.95,0.88,0.82,0.49638,0.49638,0.427,1
3447,0.92,0.95,0.88,0.82,0.5606,0.5606,0.553,1,0.92,0.95,0.88,0.82,0.51453,0.51453,0.637,1,0.92,0.95,0.88,0.82,0.57533,0.57533,0.471,1
3448,0.92,0.95,0.88,0.82,0.41292,0.41292,0.534,1,0.92,0.95,0.88,0.82,0.45532,0.45532,0.582,1,0.92,0.95,0.88,0.82,0.35637,0.35637,0.43,1
3449,0.92,0.95,0.88,0.82,0.30011,0.30011,0.463,1,0.92,0.95,0.88,0.82,0.31868,0.31868,0.476,1,0.92,0.95,0.88,0.82,0.26747,0.26747,0.335,1
3450,0.92,0.95,0.88,0.82,0.1546,0.1546,0.354,1,0.92,0.95,0.88,0.82,0.17139,0.17139,0.356,1,0.92,0.95,0.88,0.82,0.15708,0.15708,0.222,1
3451,0.92,0.95,0.88,0.82,0.05477,0.05477,0.232,1,0.92,0.95,0.88,0.82,0.04904,0.04904,0.263,1,0.92,0.95,0.88,0.82,0.05573,0.05573,0.129,1
3452,0.92,0.95,0.88,0.82,0.01043,0.01043,0.173,1,0.92,0.95,0.88,0.82,0.01238,0.01238,0.296,1,0.92,0.95,0.88,0.82,0.01025,0.01025,0.091,1
3453,0.92,0.95,0.88,0.82,0,0,0.175,1,0.92,0.95,0.88,0.82,0,0,0.389,1,0.92,0.95,0.88,0.82,0,0,0.127,1
3454,0.92,0.95,0.88,0.82,0,0,0.2,1,0.92,0.95,0.88,0.82,0,0,0.464,1,0.92,0.95,0.88,0.82,0,0,0.154,1
3455,0.92,0.95,0.88,0.82,0,0,0.248,1,0.92,0.95,0.88,0.82,0,0,0.526,1,0.92,0.95,0.88,0.82,0,0,0.196,1
3456,0.92,0.95,0.88,0.82,0,0,0.307,1,0.92,0.95,0.88,0.82,0,0,0.569,1,0.92,0.95,0.88,0.82,0,0,0.246,1
3457,0.92,0.95,0.88,0.82,0,0,0.352,1,0.92,0.95,0.88,0.82,0,0,0.592,1,0.92,0.95,0.88,0.82,0,0,0.28,1
3458,0.92,0.95,0.88,0.82,0,0,0.377,1,0.92,0.95,0.88,0.82,0,0,0.604,1,0.92,0.95,0.88,0.82,0,0,0.292,1
3459,0.92,0.95,0.88,0.82,0,0,0.436,1,0.92,0.95,0.88,0.82,0,0,0.639,1,0.92,0.95,0.88,0.82,0,0,0.323,1
3460,0.92,0.95,0.88,0.82,0,0,0.476,1,0.92,0.95,0.88,0.82,0,0,0.697,1,0.92,0.95,0.88,0.82,0,0,0.341,1
3461,0.92,0.95,0.88,0.82,0.00485,0.00485,0.508,1,0.92,0.95,0.88,0.82,0.00227,0.00227,0.717,1,0.92,0.95,0.88,0.82,0.0039,0.0039,0.328,1
3462,0.92,0.95,0.88,0.82,0.03103,0.03103,0.538,1,0.92,0.95,0.88,0.82,0.02626,0.02626,0.74,1,0.92,0.95,0.88,0.82,0.04578,0.04578,0.299,1
3463,0.92,0.95,0.88,0.82,0.11134,0.11134,0.617,1,0.92,0.95,0.88,0.82,0.07362,0.07362,0.808,1,0.92,0.95,0.88,0.82,0.15289,0.15289,0.352,1
3464,0.92,0.95,0.88,0.82,0.25225,0.25225,0.702,1,0.92,0.95,0.88,0.82,0.24672,0.24672,0.909,1,0.92,0.95,0.88,0.82,0.25041,0.25041,0.487,1
3465,0.92,0.95,0.88,0.82,0.3805,0.3805,0.782,1,0.92,0.95,0.88,0.82,0.38257,0.38257,0.95,1,0.92,0.95,0.88,0.82,0.37159,0.37159,0.578,1
3466,0.92,0.95,0.88,0.82,0.58409,0.58409,0.825,1,0.92,0.95,0.88,0.82,0.66096,0.66096,0.964,1,0.92,0.95,0.88,0.82,0.66249,0.66249,0.626,1
3467,0.92,0.95,0.88,0.82,0.75509,0.75509,0.845,1,0.92,0.95,0.88,0.82,0.78085,0.78085,0.973,1,0.92,0.95,0.88,0.82,0.79373,0.79373,0.647,1
3468,0.92,0.95,0.88,0.82,0.85076,0.85076,0.854,1,0.92,0.95,0.88,0.82,0.80602,0.80602,0.977,1,0.92,0.95,0.88,0.82,0.84983,0.84983,0.652,1
3469,0.92,0.95,0.88,0.82,0.85213,0.85213,0.845,1,0.92,0.95,0.88,0.82,0.74186,0.74186,0.975,1,0.92,0.95,0.88,0.82,0.80355,0.80355,0.632,1
3470,0.92,0.95,0.88,0.82,0.79126,0.79126,0.838,1,0.92,0.95,0.88,0.82,0.73479,0.73479,0.965,1,0.92,0.95,0.88,0.82,0.6733,0.6733,0.595,1
3471,0.92,0.95,0.88,0.82,0.67573,0.67573,0.819,1,0.92,0.95,0.88,0.82,0.63861,0.63861,0.945,1,0.92,0.95,0.88,0.82,0.63175,0.63175,0.546,1
3472,0.92,0.95,0.88,0.82,0.51745,0.51745,0.754,1,0.92,0.95,0.88,0.82,0.57905,0.57905,0.885,1,0.92,0.95,0.88,0.82,0.49817,0.49817,0.459,1
3473,0.92,0.95,0.88,0.82,0.36496,0.36496,0.644,1,0.92,0.95,0.88,0.82,0.38403,0.38403,0.781,1,0.92,0.95,0.88,0.82,0.35372,0.35372,0.353,1
3474,0.92,0.95,0.88,0.82,0.15919,0.15919,0.515,1,0.92,0.95,0.88,0.82,0.17786,0.17786,0.616,1,0.92,0.95,0.88,0.82,0.15807,0.15807,0.218,1
3475,0.92,0.95,0.88,0.82,0.04886,0.04886,0.38,1,0.92,0.95,0.88,0.82,0.04085,0.04085,0.461,1,0.92,0.95,0.88,0.82,0.05406,0.05406,0.116,1
3476,0.92,0.95,0.88,0.82,0.01088,0.01088,0.303,1,0.92,0.95,0.88,0.82,0.01297,0.01297,0.389,1,0.92,0.95,0.88,0.82,0.01065,0.01065,0.072,1
3477,0.92,0.95,0.88,0.82,0,0,0.26,1,0.92,0.95,0.88,0.82,0,0,0.345,1,0.92,0.95,0.88,0.82,0,0,0.049,1
3478,0.92,0.95,0.88,0.82,0,0,0.245,1,0.92,0.95,0.88,0.82,0,0,0.319,1,0.92,0.95,0.88,0.82,0,0,0.043,1
3479,0.92,0.95,0.88,0.82,0,0,0.233,1,0.92,0.95,0.88,0.82,0,0,0.303,1,0.92,0.95,0.88,0.82,0,0,0.04,1
3480,0.92,0.95,0.88,0.82,0,0,0.223,1,0.92,0.95,0.88,0.82,0,0,0.319,1,0.92,0.95,0.88,0.82,0,0,0.04,1
3481,0.92,0.95,0.88,0.82,0,0,0.22,1,0.92,0.95,0.88,0.82,0,0,0.338,1,0.92,0.95,0.88,0.82,0,0,0.042,1
3482,0.92,0.95,0.88,0.82,0,0,0.261,1,0.92,0.95,0.88,0.82,0,0,0.372,1,0.92,0.95,0.88,0.82,0,0,0.047,1
3483,0.92,0.95,0.88,0.82,0,0,0.29,1,0.92,0.95,0.88,0.82,0,0,0.424,1,0.92,0.95,0.88,0.82,0,0,0.074,1
3484,0.92,0.95,0.88,0.82,0,0,0.321,1,0.92,0.95,0.88,0.82,0,0,0.472,1,0.92,0.95,0.88,0.82,0,0,0.092,1
3485,0.92,0.95,0.88,0.82,0.00293,0.00293,0.362,1,0.92,0.95,0.88,0.82,0.00203,0.00203,0.51,1,0.92,0.95,0.88,0.82,0.00418,0.00418,0.103,1
3486,0.92,0.95,0.88,0.82,0.04869,0.04869,0.374,1,0.92,0.95,0.88,0.82,0.04102,0.04102,0.482,1,0.92,0.95,0.88,0.82,0.0473,0.0473,0.073,1
3487,0.92,0.95,0.88,0.82,0.16951,0.16951,0.372,1,0.92,0.95,0.88,0.82,0.16962,0.16962,0.448,1,0.92,0.95,0.88,0.82,0.17339,0.17339,0.051,1
3488,0.92,0.95,0.88,0.82,0.23639,0.23639,0.389,1,0.92,0.95,0.88,0.82,0.22904,0.22904,0.453,1,0.92,0.95,0.88,0.82,0.23287,0.23287,0.079,1
3489,0.92,0.95,0.88,0.82,0.54586,0.54586,0.453,1,0.92,0.95,0.88,0.82,0.54413,0.54413,0.485,1,0.92,0.95,0.88,0.82,0.54376,0.54376,0.127,1
3490,0.92,0.95,0.88,0.82,0.68067,0.68067,0.487,1,0.92,0.95,0.88,0.82,0.69284,0.69284,0.587,1,0.92,0.95,0.88,0.82,0.67704,0.67704,0.157,1
3491,0.92,0.95,0.88,0.82,0.77512,0.77512,0.543,1,0.92,0.95,0.88,0.82,0.78715,0.78715,0.673,1,0.92,0.95,0.88,0.82,0.76503,0.76503,0.181,1
3492,0.92,0.95,0.88,0.82,0.82788,0.82788,0.588,1,0.92,0.95,0.88,0.82,0.82971,0.82971,0.731,1,0.92,0.95,0.88,0.82,0.81879,0.81879,0.207,1
3493,0.92,0.95,0.88,0.82,0.82744,0.82744,0.623,1,0.92,0.95,0.88,0.82,0.83056,0.83056,0.748,1,0.92,0.95,0.88,0.82,0.81799,0.81799,0.231,1
3494,0.92,0.95,0.88,0.82,0.78712,0.78712,0.605,1,0.92,0.95,0.88,0.82,0.80139,0.80139,0.708,1,0.92,0.95,0.88,0.82,0.77199,0.77199,0.237,1
3495,0.92,0.95,0.88,0.82,0.69992,0.69992,0.583,1,0.92,0.95,0.88,0.82,0.71159,0.71159,0.591,1,0.92,0.95,0.88,0.82,0.68868,0.68868,0.205,1
3496,0.92,0.95,0.88,0.82,0.55432,0.55432,0.464,1,0.92,0.95,0.88,0.82,0.57741,0.57741,0.478,1,0.92,0.95,0.88,0.82,0.54607,0.54607,0.169,1
3497,0.92,0.95,0.88,0.82,0.37326,0.37326,0.386,1,0.92,0.95,0.88,0.82,0.3893,0.3893,0.401,1,0.92,0.95,0.88,0.82,0.36743,0.36743,0.152,1
3498,0.92,0.95,0.88,0.82,0.16522,0.16522,0.251,1,0.92,0.95,0.88,0.82,0.1789,0.1789,0.239,1,0.92,0.95,0.88,0.82,0.164,0.164,0.139,1
3499,0.92,0.95,0.88,0.82,0.04449,0.04449,0.098,1,0.92,0.95,0.88,0.82,0.03629,0.03629,0.108,1,0.92,0.95,0.88,0.82,0.04529,0.04529,0.083,1
3500,0.92,0.95,0.88,0.82,0.01199,0.01199,0.029,1,0.92,0.95,0.88,0.82,0.01425,0.01425,0.072,1,0.92,0.95,0.88,0.82,0.0114,0.0114,0.034,1
3501,0.92,0.95,0.88,0.82,0,0,0.011,1,0.92,0.95,0.88,0.82,0,0,0.082,1,0.92,0.95,0.88,0.82,0,0,0.005,1
