Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
4133,478.05,218.4,156.36
4134,492,224.8,161.04
4135,545.25,249.2,178.44
4136,612,279.68,200.28
4137,667.2,304.96,218.28
4138,713.5,326.08,233.52
4139,751.5,343.44,246
4140,781.75,357.2,255.84
4141,801.7,366.32,262.32
4142,813.2,371.52,266.04
4143,810.95,370.56,265.44
4144,800.25,365.6,261.84
4145,775.05,354.16,253.68
4146,741.75,338.96,242.76
4147,701.25,320.4,229.56
4148,668.4,305.36,218.76
4149,653.25,298.48,213.84
4150,628.65,287.28,205.68
4151,578.1,264.08,189.12
4152,523.35,239.2,171.24
4153,479.15,218.96,156.84
4154,451.6,206.4,147.84
4155,432.35,197.52,141.48
4156,420.45,192.08,137.52
4157,416.7,190.4,136.32
4158,418.7,191.28,136.92
4159,433.8,198.24,141.84
4160,463.45,211.76,151.56
4161,503.35,230,164.76
4162,539.75,246.64,176.64
4163,571.35,261.12,186.96
4164,594.75,271.76,194.52
4165,609.15,278.32,199.32
4166,615.75,281.36,201.48
4167,619.95,283.28,202.92
4168,621.55,284.08,203.4
4169,616.35,281.68,201.72
4170,597.2,272.88,195.36
4171,568.95,260,186.12
4172,543.9,248.56,177.96
4173,530.75,242.48,173.64
4174,518.2,236.8,169.56
4175,480.95,219.76,157.44
4176,437.7,200,143.16
4177,403.9,184.56,132.12
4178,379.1,173.2,124.08
4179,363.1,165.92,118.8
4180,353.4,161.44,115.68
4181,349.2,159.52,114.24
4182,344.15,157.28,112.68
4183,359.15,164.16,117.48
4184,393.2,179.68,128.64
4185,435.35,198.96,142.44
4186,472.2,215.76,154.56
4187,498.7,227.92,163.2
4188,517.05,236.24,169.2
4189,528.75,241.6,173.04
4190,536.45,245.12,175.56
4191,544.85,248.96,178.2
4192,553.45,252.88,181.08
4193,561.15,256.4,183.6
4194,561.35,256.48,183.6
4195,555.65,253.92,181.8
4196,546.15,249.6,178.68
4197,550.1,251.36,180
4198,542.45,247.84,177.48
4199,500.1,228.56,163.56
4200,453.25,207.12,148.32
4201,417.6,190.8,136.68
4202,395.95,180.96,129.6
4203,383.65,175.36,125.52
4204,379.35,173.36,124.2
4205,385.9,176.32,126.24
4206,407.4,186.16,133.2
4207,456.4,208.56,149.28
4208,510.85,233.44,167.16
4209,542.15,247.68,177.48
4210,559.35,255.6,183
4211,571.8,261.28,187.08
4212,574.15,262.4,187.8
4213,571.95,261.36,187.2
4214,570.15,260.48,186.6
4215,567.85,259.52,185.88
4216,566.6,258.88,185.4
4217,563.1,257.28,184.2
4218,559.35,255.6,183
4219,547.65,250.24,179.28
4220,533.95,244,174.72
4221,531.65,242.88,173.88
4222,513.45,234.64,168
4223,464.7,212.4,152.04
4224,416.45,190.32,136.32
4225,382.3,174.72,125.04
4226,361.6,165.2,118.32
4227,350.25,160.08,114.6
4228,344.7,157.44,112.68
4229,349.75,159.84,114.48
4230,368.4,168.32,120.48
4231,413.7,189.04,135.36
4232,461.75,211.04,151.08
4233,491.8,224.8,160.92
4234,511.2,233.6,167.28
4235,529.65,242,173.28
4236,539.65,246.56,176.52
4237,544.4,248.8,178.08
4238,547.2,250.08,179.04
4239,545.55,249.2,178.56
4240,540.15,246.8,176.76
4241,537.35,245.6,175.8
4242,532.85,243.52,174.36
4243,520.9,238,170.4
4244,509.2,232.72,166.56
4245,509.3,232.72,166.56
4246,493.65,225.6,161.52
4247,448.75,205.04,146.76
4248,401.45,183.44,131.4
4249,369.45,168.8,120.84
4250,349.85,159.84,114.48
4251,338.15,154.56,110.64
4252,335,153.04,109.56
4253,340.9,155.84,111.48
4254,361.6,165.2,118.32
4255,407.4,186.16,133.2
4256,457.3,208.96,149.64
4257,489.45,223.6,160.08
4258,511.85,233.92,167.52
4259,531.4,242.8,173.88
4260,543.55,248.4,177.84
4261,550,251.28,179.88
4262,558,254.96,182.52
4263,560.7,256.24,183.48
4264,560,255.92,183.24
4265,559.25,255.6,183
4266,555.05,253.6,181.68
4267,543.1,248.16,177.72
4268,531.55,242.88,173.88
4269,530.3,242.32,173.52
4270,517.9,236.64,169.44
4271,471.6,215.52,154.32
4272,423.2,193.36,138.48
4273,387.6,177.12,126.84
4274,366.1,167.28,119.76
4275,353.55,161.52,115.68
4276,347,158.56,113.52
4277,352.3,161.04,115.2
4278,372.1,170,121.68
4279,419.7,191.76,137.28
4280,476.4,217.68,155.88
4281,516.25,235.92,168.96
4282,545.15,249.12,178.32
4283,570.9,260.88,186.84
4284,589.4,269.28,192.84
4285,602.55,275.36,197.16
4286,613.8,280.48,200.88
4287,624.8,285.52,204.48
4288,632.1,288.88,206.88
4289,640.95,292.88,209.64
4290,641.85,293.36,210
4291,629.85,287.84,206.04
4292,610.85,279.12,199.92
4293,604.65,276.32,197.88
4294,589.9,269.6,193.08
4295,536.85,245.28,175.68
4296,479.7,219.2,156.96
4297,436.3,199.36,142.8
4298,409.55,187.12,133.92
4299,393.75,179.92,128.88
4300,386.55,176.64,126.48
4301,391.1,178.72,127.92
4302,412.2,188.32,134.88
4303,457.25,208.96,149.64
4304,512.1,234,167.52
4305,547.9,250.4,179.28
4306,572.7,261.68,187.32
4307,599.15,273.76,196.08
4308,628.35,287.2,205.56
4309,657.5,300.56,215.16
4310,689,314.88,225.36
4311,713.55,326.08,233.52
4312,727.8,332.64,238.08
4313,739.4,337.84,241.92
4314,739.65,338,242.04
4315,723,330.4,236.64
4316,695.35,317.76,227.52
4317,675.35,308.56,221.04
4318,648.7,296.48,212.28
4319,589.1,269.2,192.72
4320,524.2,239.52,171.48
4321,472.45,215.92,154.56
4322,436.7,199.52,142.92
4323,412.6,188.56,135
4324,397.7,181.76,130.2
4325,391.4,178.88,128.04
4326,388.65,177.6,127.2
4327,412.5,188.48,135
4328,459.65,210,150.36
4329,514.2,234.96,168.24
4330,561.7,256.72,183.72
4331,599,273.68,195.96
4332,623.25,284.8,204
4333,637.75,291.44,208.68
4334,648.9,296.48,212.28
4335,657.1,300.24,215.04
4336,665.45,304.08,217.68
4337,671.85,306.96,219.84
4338,669.75,306.08,219.24
4339,654.95,299.28,214.32
4340,633.9,289.68,207.36
4341,621.1,283.84,203.28
4342,609.05,278.32,199.32
4343,565.05,258.16,184.8
4344,514.4,235.04,168.36
4345,471.25,215.36,154.2
4346,440.8,201.44,144.24
4347,419.25,191.52,137.16
4348,406,185.52,132.84
4349,398.45,182.08,130.32
4350,391.85,179.12,128.28
4351,406.45,185.76,132.96
4352,446.25,203.92,145.92
4353,499.6,228.32,163.56
4354,551.5,252,180.48
4355,593.45,271.2,194.16
4356,626.55,286.32,204.96
4357,649.55,296.88,212.64
4358,665,303.92,217.56
4359,671.55,306.88,219.72
4360,662.35,302.64,216.72
4361,652.05,297.92,213.36
4362,649.2,296.64,212.4
4363,644.5,294.56,210.84
4364,628.85,287.36,205.8
4365,618.85,282.8,202.44
4366,602.5,275.28,197.16
4367,550.75,251.68,180.24
4368,494.1,225.76,161.76
4369,452.5,206.72,148.08
4370,425.45,194.4,139.2
4371,407.95,186.4,133.44
4372,399.45,182.56,130.68
4373,403.4,184.32,132
4374,418.65,191.28,136.92
4375,466.05,212.96,152.52
4376,525.25,240,171.84
4377,570.9,260.88,186.84
4378,607.85,277.76,198.84
4379,636.85,290.96,208.44
4380,655.15,299.36,214.44
4381,665.05,303.92,217.56
4382,674.15,308.08,220.56
4383,679.3,310.4,222.36
4384,677.05,309.36,221.52
4385,674.85,308.4,220.8
4386,670.35,306.32,219.36
4387,655.05,299.36,214.44
4388,631.8,288.72,206.76
4389,616,281.52,201.6
4390,595.95,272.32,195
4391,540.1,246.8,176.76
4392,481.05,219.84,157.44
4393,437.6,199.92,143.16
4394,411.8,188.16,134.76
4395,394.15,180.16,129
4396,385.3,176.08,126
4397,386.9,176.8,126.6
4398,400.9,183.2,131.16
4399,446.9,204.24,146.16
4400,505.2,230.88,165.36
4401,549.65,251.2,179.88
4402,585.15,267.36,191.4
4403,612.35,279.84,200.4
4404,630.35,288.08,206.28
4405,642.45,293.6,210.24
4406,654.35,298.96,214.08
4407,662.25,302.64,216.72
4408,667.55,305.04,218.4
4409,671.05,306.64,219.6
4410,664.3,303.6,217.44
4411,638.25,291.68,208.92
4412,607.85,277.76,198.84
4413,595.55,272.16,194.88
4414,573.35,262,187.56
4415,531.4,242.8,173.88
4416,485.5,221.84,158.76
4417,446.9,204.24,146.16
4418,420.4,192.08,137.52
4419,403.3,184.32,132
4420,395.4,180.72,129.36
4421,395.95,180.96,129.6
4422,400.7,183.12,131.16
4423,413.75,189.12,135.36
4424,437.4,199.92,143.04
4425,470,214.72,153.84
4426,510.75,233.44,167.16
4427,552.55,252.48,180.84
4428,586.25,267.92,191.88
4429,610.2,278.88,199.68
4430,622.05,284.24,203.52
4431,629.2,287.52,205.92
4432,636.4,290.88,208.32
4433,644.45,294.56,210.84
4434,648.45,296.32,212.16
4435,637.15,291.12,208.44
4436,617.6,282.24,202.08
4437,608.5,278.08,199.08
4438,592.35,270.64,193.8
4439,560.45,256.08,183.36
4440,516,235.76,168.84
4441,476.85,217.92,156
4442,449.6,205.44,147.12
4443,432.25,197.52,141.48
4444,422.35,193.04,138.12
4445,424.25,193.92,138.72
4446,438.1,200.24,143.4
4447,484.9,221.6,158.64
4448,546.3,249.6,178.68
4449,596.1,272.48,195
4450,633.85,289.68,207.36
4451,662.4,302.72,216.84
4452,680.05,310.8,222.48
4453,690.75,315.68,225.96
4454,699.85,319.76,228.96
4455,705.3,322.32,230.76
4456,705.8,322.56,230.88
4457,704.1,321.76,230.4
4458,698.65,319.28,228.6
4459,680.35,310.96,222.6
4460,655.45,299.52,214.44
4461,640.4,292.64,209.64
4462,619.9,283.28,202.92
4463,563.3,257.44,184.32
4464,503.25,230,164.76
4465,458.45,209.52,150
4466,429.45,196.24,140.52
4467,410.6,187.6,134.4
4468,399.9,182.72,130.8
4469,400,182.8,130.8
4470,412.65,188.56,135
4471,457.55,209.12,149.64
4472,517.5,236.48,169.32
4473,568,259.6,185.88
4474,610.5,278.96,199.8
4475,646.1,295.28,211.44
4476,670.6,306.48,219.36
4477,686.55,313.76,224.64
4478,703.35,321.36,230.16
4479,713.85,326.24,233.64
4480,722.25,330.08,236.28
4481,726.65,332.08,237.84
4482,724.2,330.96,237
4483,700.05,319.92,229.08
4484,672.55,307.36,220.08
4485,663.25,303.04,216.96
4486,642.95,293.76,210.36
4487,592.1,270.56,193.8
4488,537.05,245.36,175.68
4489,494.1,225.84,161.76
4490,465.2,212.56,152.16
4491,445.4,203.6,145.8
4492,433,197.92,141.72
4493,427.95,195.52,139.92
4494,427.25,195.2,139.8
4495,445.1,203.44,145.68
4496,487.65,222.8,159.48
4497,541.65,247.52,177.24
4498,587.6,268.48,192.24
4499,619.25,282.96,202.68
4500,641.3,293.04,209.88
4501,656.3,299.92,214.8
4502,656.15,299.84,214.68
4503,642.15,293.44,210.12
4504,628.9,287.36,205.8
4505,628.7,287.36,205.68
4506,632.5,289.04,207
4507,625.35,285.76,204.6
4508,608.4,278.08,199.08
4509,599,273.68,195.96
4510,588.25,268.8,192.48
4511,548.9,250.88,179.64
4512,501.95,229.36,164.16
4513,460.15,210.32,150.6
4514,431.4,197.12,141.12
4515,411.4,188,134.52
4516,398.6,182.16,130.44
4517,391.4,178.88,128.04
4518,384.45,175.68,125.76
4519,398.1,181.92,130.2
4520,435.65,199.12,142.44
4521,485.35,221.76,158.76
4522,531.85,243.04,174
4523,570.6,260.8,186.72
4524,601.7,274.96,196.92
4525,622,284.24,203.52
4526,632.95,289.28,207.12
4527,641,292.88,209.76
4528,648.65,296.4,212.16
4529,658.05,300.72,215.28
4530,663.35,303.12,217.08
4531,653.8,298.8,213.96
4532,633.95,289.68,207.48
4533,627.3,286.64,205.32
4534,612.35,279.84,200.4
4535,559.65,255.68,183.12
4536,500.65,228.8,163.8
4537,454.75,207.84,148.8
4538,423.9,193.68,138.72
4539,404.4,184.8,132.24
4540,393.4,179.84,128.76
4541,394.55,180.32,129
4542,408.75,186.8,133.8
4543,455,208,148.92
4544,510.85,233.44,167.16
4545,549.6,251.2,179.88
4546,580.5,265.28,189.96
4547,605.1,276.48,198
4548,621.55,284.08,203.4
4549,633.45,289.44,207.24
4550,646.2,295.28,211.44
4551,653.8,298.72,213.84
4552,658.4,300.88,215.4
4553,662.6,302.8,216.84
4554,660.15,301.68,216
4555,642,293.36,210.12
4556,617.4,282.08,202.08
4557,604.05,276.08,197.64
4558,582.55,266.16,190.68
4559,525.5,240.08,171.96
4560,467.35,213.6,152.88
4561,425.05,194.24,139.08
4562,398.5,182.08,130.32
4563,381.55,174.32,124.8
4564,373.7,170.72,122.28
4565,376,171.84,123
4566,390.1,178.32,127.68
4567,436.6,199.52,142.92
4568,492.1,224.8,161.04
4569,531.4,242.8,173.88
4570,561.9,256.8,183.84
4571,588.45,268.88,192.6
4572,606.15,276.96,198.36
4573,618.8,282.8,202.44
4574,633.9,289.68,207.36
4575,645.65,295.04,211.32
4576,654.35,298.96,214.08
4577,659.95,301.6,216
4578,656.9,300.16,215.04
4579,640.8,292.8,209.64
4580,617.3,282.08,201.96
4581,607.25,277.52,198.72
4582,590.45,269.76,193.2
4583,535.05,244.48,175.08
4584,478.7,218.8,156.6
4585,437.2,199.76,143.04
4586,410.9,187.76,134.4
4587,394.9,180.48,129.24
4588,387.55,177.12,126.84
4589,390.65,178.56,127.8
4590,407.1,186,133.2
4591,453.9,207.44,148.44
4592,511,233.52,167.16
4593,554.25,253.28,181.32
4594,588.3,268.88,192.48
4595,618.55,282.64,202.32
4596,642.9,293.76,210.36
4597,659.4,301.36,215.76
4598,673,307.52,220.2
4599,680.05,310.8,222.48
4600,685,313.04,224.16
4601,690.9,315.76,226.08
4602,689.4,314.96,225.6
4603,672.45,307.28,219.96
4604,646.9,295.6,211.68
4605,634.4,289.92,207.6
4606,616.5,281.68,201.72
4607,559.9,255.84,183.24
4608,500.4,228.72,163.68
4609,457.05,208.8,149.64
4610,428.8,195.92,140.28
4611,409.9,187.28,134.04
4612,400.05,182.8,130.8
4613,402.1,183.76,131.52
4614,418.55,191.28,136.92
4615,468.1,213.92,153.24
4616,526.85,240.8,172.44
4617,572.6,261.68,187.32
4618,610.8,279.12,199.92
4619,648.45,296.32,212.16
4620,677.95,309.76,221.76
4621,693.6,316.96,227.04
4622,710.75,324.8,232.56
4623,722.4,330.16,236.4
4624,729.85,333.52,238.8
4625,735.15,335.92,240.48
4626,729.1,333.2,238.56
4627,708.6,323.84,231.84
4628,677.45,309.6,221.76
4629,662.65,302.8,216.84
4630,639.4,292.16,209.16
4631,579.85,264.96,189.72
4632,518.65,236.96,169.68
4633,471.35,215.36,154.2
4634,441.1,201.52,144.24
4635,422.5,193.12,138.24
4636,412.35,188.4,134.88
4637,414.35,189.36,135.6
4638,431.1,196.96,141.12
4639,477.5,218.24,156.24
4640,538.65,246.08,176.28
4641,588.05,268.72,192.48
4642,631.1,288.4,206.52
4643,669.5,305.92,219.12
4644,699.9,319.76,228.96
4645,722,329.92,236.28
4646,739.9,338.16,242.16
4647,746.3,341.04,244.2
4648,745.15,340.56,243.84
4649,740.3,338.24,242.28
4650,723.7,330.72,236.88
4651,694.05,317.12,227.16
4652,665.25,304,217.68
4653,654.4,298.96,214.08
4654,633.65,289.52,207.36
4655,580.95,265.44,190.08
4656,525.45,240.08,171.96
4657,482.1,220.32,157.68
4658,454.6,207.76,148.8
4659,436.5,199.52,142.8
4660,425.8,194.56,139.32
4661,422.75,193.12,138.24
4662,427.8,195.52,139.92
4663,445.4,203.6,145.8
4664,480.4,219.52,157.2
4665,527.55,241.12,172.68
4666,569.85,260.4,186.48
4667,601.3,274.8,196.8
4668,627,286.48,205.2
4669,646.8,295.52,211.56
4670,663.05,302.96,216.96
4671,678.8,310.16,222.12
4672,691.3,315.84,226.2
4673,699.6,319.68,228.96
4674,700.45,320.08,229.2
4675,687.1,313.92,224.76
4676,662.75,302.88,216.84
4677,651.55,297.76,213.24
4678,635.75,290.48,207.96
4679,588,268.64,192.36
4680,534.55,244.24,174.96
4681,490.15,224,160.44
4682,458.85,209.68,150.12
4683,437.4,199.92,143.04
4684,423.3,193.44,138.48
4685,415.35,189.84,135.84
4686,409.2,186.96,133.92
4687,420.85,192.32,137.64
4688,460.05,210.24,150.48
4689,514.2,234.96,168.24
4690,567,259.12,185.52
4691,613.7,280.48,200.88
4692,651.4,297.68,213.24
4693,673,307.52,220.2
4694,677.15,309.36,221.64
4695,677.5,309.6,221.76
4696,678.5,310.08,222
4697,679.8,310.64,222.36
4698,679.4,310.48,222.36
4699,668.4,305.44,218.76
4700,658.8,301.04,215.64
4701,661,302.08,216.36
4702,637.15,291.12,208.44
4703,587.3,268.4,192.12
4704,535.6,244.72,175.2
4705,498.3,227.68,162.96
4706,474.4,216.8,155.16
4707,459.1,209.76,150.24
4708,451.05,206.08,147.6
4709,454.15,207.52,148.56
4710,474.85,216.96,155.4
4711,524.55,239.68,171.6
4712,590.4,269.76,193.2
4713,641.55,293.2,209.88
4714,682.65,311.92,223.44
4715,718.8,328.48,235.2
4716,747.9,341.76,244.8
4717,770.35,352,252
4718,789.65,360.88,258.36
4719,793.75,362.72,259.8
4720,795.35,363.44,260.28
4721,793.85,362.72,259.8
4722,787.95,360.08,257.88
4723,769.6,351.68,251.88
4724,745.45,340.64,243.96
4725,736,336.32,240.84
4726,706.75,322.96,231.24
4727,639.25,292.08,209.16
4728,572.45,261.6,187.32
4729,525.15,240,171.84
4730,494.45,226,161.76
4731,474.65,216.88,155.28
4732,462.25,211.2,151.32
4733,463.4,211.76,151.56
4734,482.15,220.32,157.8
4735,534.2,244.08,174.84
4736,601.8,274.96,196.92
4737,656,299.76,214.68
4738,704,321.68,230.28
4739,745.5,340.64,243.96
4740,773.9,353.68,253.2
4741,793.5,362.64,259.68
4742,811.25,370.64,265.44
4743,822.4,375.84,269.04
4744,830.85,379.68,271.92
4745,835.85,381.92,273.48
4746,828.95,378.8,271.32
4747,809.95,370.08,265.08
4748,785.05,358.72,256.8
4749,770.8,352.24,252.24
4750,742.7,339.44,243
4751,679.05,310.24,222.24
4752,615.85,281.44,201.48
4753,571.4,261.12,186.96
4754,543.8,248.48,177.96
4755,526.35,240.48,172.2
4756,515.8,235.68,168.84
4757,515.25,235.44,168.6
4758,533.3,243.68,174.48
4759,580.5,265.28,189.96
4760,649.9,296.96,212.64
4761,698.6,319.2,228.6
4762,737.8,337.12,241.44
4763,778.2,355.6,254.64
4764,809,369.68,264.72
4765,828.35,378.56,271.08
4766,828.95,378.8,271.32
4767,809.55,369.92,264.84
4768,771.7,352.64,252.6
4769,743.1,339.52,243.12
4770,730.8,333.92,239.16
4771,712.2,325.44,233.04
4772,694.4,317.36,227.16
4773,689.1,314.96,225.48
4774,666.7,304.64,218.16
4775,610.1,278.8,199.68
4776,551,251.76,180.36
4777,505.65,231.04,165.36
4778,473,216.16,154.8
4779,452.25,206.64,147.96
4780,439.55,200.88,143.76
4781,438.85,200.48,143.52
4782,454.3,207.6,148.68
4783,492,224.8,161.04
4784,537.85,245.76,176.04
4785,564.5,258,184.8
4786,583.05,266.48,190.8
4787,601.15,274.72,196.68
4788,613.65,280.48,200.76
4789,621.25,283.92,203.28
4790,632.2,288.88,206.88
4791,636.1,290.64,208.2
4792,641,292.88,209.76
4793,646.05,295.2,211.44
4794,644.25,294.4,210.84
4795,625.7,285.92,204.84
4796,603.4,275.68,197.4
4797,599.7,274.08,196.2
4798,578.9,264.48,189.48
4799,528.45,241.44,172.92
4800,475.3,217.2,155.52
4801,435.45,199.04,142.44
4802,412.3,188.4,134.88
4803,397.6,181.68,130.08
4804,390.95,178.64,127.92
4805,394.9,180.48,129.24
4806,414.9,189.52,135.72
4807,454.75,207.84,148.8
4808,501.9,229.36,164.16
4809,532.9,243.52,174.36
4810,549.05,250.88,179.64
4811,559.7,255.76,183.12
4812,561.55,256.56,183.72
4813,558.8,255.36,182.88
4814,558.2,255.12,182.64
4815,552.75,252.56,180.84
4816,544.75,248.88,178.2
4817,540.4,246.88,176.88
4818,534.7,244.32,174.96
4819,521.7,238.4,170.76
4820,510.95,233.52,167.16
4821,515.3,235.52,168.6
4822,502.5,229.6,164.4
4823,463.5,211.84,151.68
4824,419.75,191.84,137.4
4825,385.45,176.16,126.12
4826,363.15,165.92,118.8
4827,349.5,159.68,114.36
4828,341.95,156.24,111.96
4829,340.85,155.76,111.48
4830,343.4,156.96,112.32
4831,360.8,164.88,118.08
4832,396.95,181.44,129.84
4833,440.2,201.12,144
4834,473.05,216.16,154.8
4835,493.9,225.68,161.64
4836,506.05,231.2,165.6
4837,512.2,234,167.64
4838,515.25,235.44,168.6
4839,518.05,236.8,169.56
4840,522.4,238.72,170.88
4841,529.1,241.76,173.16
4842,532.35,243.2,174.24
4843,525.65,240.16,172.08
4844,509.35,232.8,166.68
4845,507.6,232,166.08
4846,496.55,226.88,162.48
4847,460.65,210.48,150.72
4848,420.95,192.32,137.64
4849,387.1,176.88,126.6
4850,365.35,166.96,119.52
4851,351.65,160.64,115.08
4852,343.15,156.8,112.2
4853,339.75,155.28,111.12
4854,336.4,153.76,110.04
4855,346.7,158.4,113.4
4856,377.7,172.64,123.6
4857,420.15,192,137.52
4858,458.65,209.6,150.12
4859,490.35,224,160.44
4860,515.95,235.76,168.84
4861,534.15,244.08,174.72
4862,544.6,248.88,178.2
4863,554.3,253.28,181.32
4864,564.1,257.76,184.56
4865,577.1,263.68,188.88
4866,585.25,267.44,191.4
4867,578.95,264.56,189.48
4868,563.45,257.52,184.32
4869,563.8,257.68,184.44
4870,549.65,251.2,179.88
4871,506.8,231.6,165.84
4872,460.2,210.32,150.6
4873,425.15,194.32,139.08
4874,402.45,183.92,131.64
4875,389.45,177.92,127.44
4876,384.9,175.92,126
4877,392.75,179.52,128.4
4878,417.75,190.88,136.68
4879,462.6,211.44,151.44
4880,515.85,235.68,168.84
4881,554.85,253.6,181.56
4882,583.95,266.88,191.04
4883,611.25,279.36,199.92
4884,633.05,289.28,207.24
4885,648.25,296.24,212.04
4886,670.1,306.24,219.24
4887,687.15,314,224.76
4888,699.7,319.76,228.96
4889,707.3,323.2,231.48
4890,704.45,321.92,230.52
4891,687.95,314.4,225.12
4892,670.55,306.4,219.36
4893,671.8,306.96,219.84
4894,646.75,295.52,211.56
4895,590.6,269.84,193.32
4896,532.95,243.52,174.36
4897,491.15,224.4,160.68
4898,465.2,212.56,152.16
4899,448.8,205.12,146.88
4900,441.4,201.68,144.36
4901,444.9,203.28,145.56
4902,464.7,212.4,152.04
4903,507.35,231.84,165.96
4904,565.6,258.48,185.04
4905,615.85,281.44,201.48
4906,657.1,300.32,215.04
4907,693.8,317.04,227.04
4908,717.6,327.92,234.84
4909,738.3,337.36,241.68
4910,756.2,345.52,247.44
4911,763,348.64,249.6
4912,756.35,345.6,247.44
4913,743.4,339.76,243.24
4914,726.9,332.16,237.84
4915,700.9,320.24,229.32
4916,674.3,308.16,220.68
4917,662.6,302.8,216.84
4918,626.8,286.48,205.08
4919,561.15,256.4,183.6
4920,497.5,227.36,162.84
4921,449.15,205.2,147
4922,417.95,190.96,136.8
4923,398.65,182.16,130.44
4924,387.35,177.04,126.72
4925,388.85,177.68,127.2
4926,405.85,185.52,132.72
4927,446.85,204.24,146.16
4928,499.55,228.32,163.44
4929,536.7,245.2,175.68
4930,562.1,256.88,183.96
4931,582.05,266,190.44
4932,594.95,271.84,194.64
4933,603.7,275.92,197.52
4934,616.2,281.6,201.72
4935,626.75,286.4,205.08
4936,636.4,290.8,208.2
4937,644.8,294.64,210.96
4938,644.45,294.48,210.84
4939,627.2,286.56,205.32
4940,604.75,276.4,197.88
4941,605.65,276.8,198.12
4942,582.55,266.16,190.68
4943,529.7,242,173.28
4944,475.5,217.28,155.64
4945,437.95,200.16,143.28
4946,413.2,188.8,135.12
4947,398.35,182,130.32
4948,392.45,179.36,128.4
4949,397.7,181.76,130.2
4950,422.75,193.2,138.24
4951,468.8,214.24,153.36
4952,518.9,237.12,169.8
4953,552.35,252.48,180.72
4954,575.3,262.88,188.28
4955,592.45,270.72,193.8
4956,602.3,275.28,197.04
4957,610.7,279.12,199.92
4958,628.65,287.36,205.68
4959,644.45,294.56,210.84
4960,659,301.2,215.64
4961,673.65,307.84,220.44
4962,681.6,311.44,222.96
4963,674.35,308.16,220.68
4964,664.3,303.6,217.44
4965,657.55,300.48,215.16
4966,624.95,285.6,204.48
4967,570.85,260.8,186.72
4968,516.95,236.24,169.08
4969,477.4,218.16,156.24
4970,450.65,205.92,147.48
4971,433.05,197.92,141.72
4972,424.25,193.92,138.72
4973,428.05,195.6,140.04
4974,452.15,206.64,147.96
4975,494.4,226,161.76
4976,543.35,248.32,177.72
4977,578.25,264.24,189.24
4978,606.85,277.28,198.6
4979,631.9,288.8,206.76
4980,650,297.04,212.64
4981,661.3,302.16,216.36
4982,668.85,305.68,218.88
4983,668.8,305.68,218.76
4984,665.4,304.08,217.68
4985,661.4,302.24,216.36
4986,655.65,299.68,214.56
4987,639.7,292.32,209.28
4988,620.2,283.44,202.92
4989,613.15,280.16,200.64
4990,594.1,271.52,194.4
4991,548.65,250.72,179.52
4992,498.85,228,163.2
4993,457.9,209.2,149.76
4994,429,196,140.4
4995,409.95,187.36,134.16
4996,398.4,182.08,130.32
4997,395.8,180.88,129.48
4998,399.3,182.48,130.68
4999,414.6,189.52,135.6
5000,451.3,206.24,147.72
5001,497.65,227.44,162.84
5002,539.1,246.4,176.4
5003,568.65,259.84,186
5004,584.3,266.96,191.16
5005,590.3,269.68,193.2
5006,590.7,269.92,193.32
5007,586.05,267.76,191.76
5008,572.55,261.68,187.32
5009,560.85,256.32,183.6
5010,555.3,253.76,181.8
5011,546.8,249.84,178.92
5012,539.55,246.48,176.52
5013,539.7,246.64,176.64
5014,520.5,237.84,170.28
5015,486.4,222.24,159.12
5016,448.2,204.8,146.64
5017,415,189.6,135.72
5018,393.35,179.76,128.64
5019,379.2,173.28,124.08
5020,371,169.52,121.32
5021,369.05,168.64,120.72
5022,371.95,169.92,121.68
5023,378.4,172.88,123.72
5024,403,184.16,131.88
5025,438.05,200.16,143.4
5026,469.5,214.56,153.6
5027,491.25,224.48,160.68
5028,507.55,231.92,166.08
5029,517.4,236.4,169.32
5030,518.6,236.96,169.68
5031,516.95,236.24,169.08
5032,514.5,235.12,168.36
5033,519.5,237.44,170.04
5034,526.7,240.72,172.32
5035,523.75,239.28,171.36
5036,516.25,235.92,168.96
5037,521.9,238.48,170.76
5038,506.5,231.44,165.72
5039,468.15,214,153.24
5040,426.55,194.88,139.56
5041,393.65,179.92,128.76
5042,373.2,170.56,122.04
5043,361.6,165.2,118.32
5044,356.9,163.04,116.76
5045,364.3,166.48,119.16
5046,386.25,176.56,126.36
5047,429.05,196.08,140.4
5048,484.1,221.2,158.4
5049,526.35,240.48,172.2
5050,557.8,254.88,182.52
5051,585.3,267.44,191.52
5052,605.35,276.64,198.12
5053,620.45,283.52,202.92
5054,637.05,291.12,208.44
5055,647.85,296.08,212.04
5056,653.8,298.8,213.96
5057,658.9,301.12,215.64
5058,655.25,299.36,214.44
5059,637.7,291.36,208.68
5060,613.9,280.48,200.88
5061,608.25,278,199.08
5062,580.45,265.28,189.96
5063,523.4,239.2,171.24
5064,467.25,213.52,152.88
5065,426.45,194.88,139.56
5066,401.1,183.28,131.28
5067,386.1,176.4,126.36
5068,378.6,173.04,123.84
5069,383.1,175.12,125.4
5070,404.3,184.72,132.24
5071,446.2,203.92,145.92
5072,498.4,227.76,163.08
5073,535.7,244.8,175.2
5074,562.3,256.96,184.08
5075,585.35,267.52,191.52
5076,599.5,274,196.2
5077,607.7,277.68,198.84
5078,616.9,281.92,201.84
5079,617,282,201.84
